Record ID,Job Title,Job function,Associated Company
165472822123,Field Operations Manager,Operations,Trinity Solar
165472822122,Operations Manager,Operations,San Miguel Electric Cooperative
165472822120,General Manager - Gas Operations,Operations,"Orange and Rockland Utilities, Inc."
165472822121,Manager Operations Account Management,Operations,Luminace
165448466036,Manager of Regional Operations,Operations,CMP
165448466035,"Manager, Retail Operations",Operations,Constellation Energy Corporation;Constellation Energy Corporation
165448466034,Operations Training Manager,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165448466033,Network Operations Manager,Operations,DTE Energy
165448466032,Operations Manager,Operations,POWERX
165448466031,Operations Outage Manager,Operations,Southern Company
165448466030,"Manager, Facilities Operations",Operations,IGS Energy
165448466029,"Manager/Assistant Director, Customer Operations",Operations,Public Service Enterprise Group
165448466028,"Manager, Operations Stability Analysis",Operations,Electric Reliability Council of Texas
165460616049,Manager of Substation Engineering & Operations,Operations,Upper Peninsula Power Company
165460616048,Project Manager @ PMO in Electric Operations,Operations,"Consolidated Edison,"
165460616047,Project Manager - Assets and Operations Services,Operations,CLP;clp group
165460616046,Operations Manager,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165460616045,Operations Manager,Operations,TriSMART Solar
165460616044,Grid Operations Manager,Operations,Salt River Project
165460616043,"Manager Uncertainty Response, System Operations",Operations,Southwest Power Pool
165460616042,Sr. Manager Troubleshooting Operations,Operations,Salt River Project
165460616041,"Fleet Operations Manager, Sourcing Consultant",Operations,TXNM Energy Inc.
165460616040,Legal Operations Manager at Consolidated Edison Company,Operations,"Consolidated Edison,"
165367045524,Site Operations Manager,Operations,Engie;ENGIE North America Inc.
165367045523,Manager Corporate Operations,Operations,Florida Power & Light
165367045522,"Project Manager, Operations & Maintenance Technology",Operations,Western Area Power Administration
165367045521,Manager Cyber Security Operations Center,Operations,Portland General Electric
165367045520,Operations Shift Manager,Operations,pgnmail.com;Progress Energy
165367045519,Fleet Operations Training Manager,Operations,Southern Company;Southern Nuclear
165367045518,System and Operations Manager,Operations,Blue Ridge Energy
165367045517,"Manager, Control Center Operations",Operations,Invenergy
165367045515,Commercial Operations Manager,Operations,PPL
165469868160,Manager Power Operations Market Support,Operations,WEC Energy Group
165469868159,South Texas Operations Manager,Operations,Streamline Innovations
165469868158,Ferguson Operations Manager,Operations,Lower Colorado River Authority
165469868157,Senior Operations Manager Wind Energy,Operations,Greenbacker
165469868156,Operations PMC Manager,Operations,Canadian Solar Inc.
165469868155,"Manager, Smart Meter Systems Operations - CT",Operations,Avangrid Service Company
165469868151,Senior Manager Business Operations,Operations,NextEra Energy;NextEra Energy Resources
165472509470,Operations and Maintenance Manager,Operations,Vistra
165472509469,Corporate Operations Manager,Operations,Trinity Solar
165472509468,Operations Online Support Manager,Operations,Southern;Southern Nuclear
165472509467,Electric Operations Manager,Operations,Consumers Energy
165472509466,"Department Manager, Customer Operations Regulatory & Strategy,",Operations,"Consolidated Edison,"
165472509465,"Manager, Market Operations",Operations,Austin Energy
165469921098,Operations Shift Manager,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165469921096,General Manager - Operations Excellence,Operations,General Electric;GE Vernova
165469921095,"Manager, Treasury Operations",Operations,"Consolidated Edison,"
165469921094,Senior Manager Customer Operations - Business Center & Electric Customer Choice,Operations,CMS Energy;Consumers Energy
165469921093,Regional Manager- Plant Operations,Operations,Ameresco
165469921092,Manager - Distribution Operations Regulatory Strategy,Operations,DTE Energy
165469921090,Information Systems Operations Manager,Operations,Los Angeles Department of Water and Power
165469921089,Energy Markets Operations Manager,Operations,Nexamp
165461629478,Operations Consulting Manager,Operations,Hawaiian Electric Companies
165461629477,Manager Information Security Operations,Operations,California ISO
165461629476,Section Manager of Commodity Operations,Operations,"Consolidated Edison,"
165461629475,Business Operations Manager,Operations,TGE Solar;TGE Solutions
165461629474,Area Manager for Distribution Operations,Operations,Florida Power & Light
165461629473,Operations Manager,Operations,SwiftWater - A TETRA;SwiftWater - A TETRA Company
165461629472,Operations Shift Manager,Operations,Vistra
165461629471,Human Resource Operations Manager,Operations,North Carolina's Electric Cooperatives;North Carolina's Electric Cooperatives
165461629470,Operations Manager,Operations,Aspey Energy
165459725202,Operations Manager,Operations,VIRESCO
165459725201,Global Technical Publication Operations Lead,Operations,General Electric;GE Vernova
165459725200,Manager of Fuel Supply and Operations,Operations,New York Power Authority
165459725199,Operations Manager,Operations,Green Mountain Solar
165459725196,Business Operations Manager/Treasurer,Operations,Coast to Coast Solar
165459725195,Residential Operations Manager,Operations,Current Energy™
165459725194,Power System Operations Manager,Operations,SMUD
165459725193,Operations Manager,Operations,Sunrun Inc
165459048336,Sr. Engineering/Operations Project Manager,Operations,Pacifi;Rocky Mountain Power
165459048335,Assistant Operations Manager -Support,Operations,Florida Power & Light
165459048334,Program Manager Field Const Ops,Operations,Evergy
165459048333,Senior Operations Manager,Operations,Ambia Solar
165459048332,Power Plant Operations Manager,Operations,Carthage Water and Electric Plant
165459048331,Operations Project Manager,Operations,Linea Energy
165459048330,Section Manager of Fleet Operations and Cranes & Rigging,Operations,"Consolidated Edison,"
165459048329,"Gas Operations Manager of Data Analytics, Technology & Strategy",Operations,Consumers Energy
165459048327,ROC Operations Manager,Operations,SB Energy
165409250866,Operations Manager,Operations,Solar Max Inc.
165409250865,Operations Manager,Operations,NV Energy
165409250864,R&D Operations Manager,Operations,Natel Energy
165409250863,"Manager, System Protection Operations",Operations,NV Energy
165409250862,"General Manager, Bulk Power Operations",Operations,Southern Company
165409250861,Manager - Operations Planning,Operations,Salt River Project
165409250860,"Manager, High Security Operations Center",Operations,Salt River Project
165409250859,Mining Operations Manager,Operations,Chronos Energy
165409250857,Operations and Maintenance Manager,Operations,"Cogentrix Energy, LLC"
165473152583,Operations Manager,Operations,"Aurora Energy, Inc."
165473152582,Manager -Operations Planning,Operations,CMS Energy;DTE Energy
165473152581,Retail Operations Manager,Operations,NRG Energy
165473152580,Operations Manager Montgomery Ranch,Operations,RWE Renewables Operations Australia Pty Ltd.
165473152579,Project Operations Manager,Operations,Colite Technologies
165473152578,Operations Manager,Operations,Jersey Electricity
165473152577,"Manager, Cybersecurity Operations",Operations,Southern California Edison;Southern California Edison (SCE)
165458319126,Sr. Manager Infrastructure Platform Operations,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165458319124,Operations Manager,Operations,Austin Energy
165458319121,Manager Data Center Operations,Operations,Southern;Southern Company
165458319120,Operations Manager,Operations,Calpine
165458319117,Retail Operations Process Manager,Operations,NRG Energy
165469093994,Manager of Distribution Operations,Operations,PPL;PPL Electric Utilities
165469093992,Retail Operations Manager,Operations,Reliant Energy
165469093991,Operations Manager,Operations,Stearns Electric Association
165469093990,Operations Manager,Operations,NRG Energy
165469093989,Operations Manager,Operations,Momentum Solar
165469093988,Internal Operations Manager,Operations,Arevia Power
165469093987,Fiscal Operations Manager,Operations,Lakeland Electric
165469093986,Operations Shift Manager,Operations,Public Service Enterprise Group
165469093985,Operations Manager,Operations,Hawaiian Electric Industries
165472145193,Operations Manager,Operations,Arizona Public Service - APS
165472145190,Commercial Operations Manager,Operations,Solar Technologies
165472145189,"Manager, HR Operations & Compliance",Operations,Puget Sound Energy
165472145188,Operations Manager,Operations,Ameresco
165472145187,System Operations Manager,Operations,FMPA
165472145186,Senior Commercial Operations and Risk Manager,Operations,GE Vernova
165472145185,Transmission Operations Shift Manager,Operations,ComEd
165472145184,Operations Manager,Operations,Capital Power
165469889950,Senior Manager Business Operations,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165469889948,Operations Manager,Operations,Big B Crane;High Ground Energy
165469889945,Operations and Maintenance Manager,Operations,Regenis
165469889942,Resource Manager - Exploration Operations and Geophysics,Operations,"Ormat Technologies, Inc."
165469889947,"Manager, Scada and Operations",Operations,"Arevon Energy, Inc."
165469889946,Operations Manager,Operations,DTE Energy
165469889943,Manager of Operations,Operations,Norris Public Power District;Norris Public Power District
165469889941,Operations Manager,Operations,Midwest Energy & Communications
165470253599,Operations Support Program Manager,Operations,Idaho Power
